URL,Title,Name,Address,Building Size,Lot Size,Year Built,Construction,Water,Sewer,Heating,Gas,Sprinkler System,Year Built/Renovated,Truck Court,Lighting,Building Type,Building Height,Building Class,Typical Floor Size,Column Spacing,Sustainability,Unfinished Ceiling Height,Sale Type,Sale Condition,Property Type,Property Subtype,Tenancy,Building FAR,Land Acres,Percent Leased,Price,Price Per SF,Cap Rate,NOI,Loading Docks,Slab To Slab,Opportunity Zone,Sale Conditions,Construction Status,LoopNet Rating
https://www.loopnet.com/Listing/2890-Review-Ave-Long-Island-City-NY/32982052/,"Long Island City, NY Industrial for Lease - 2890 Review Ave","Long Island City, NY Industrial for Lease - 2890 Review Ave","2890 Review Ave, Long Island City, NY 11101","736,400 SF",3.99 AC,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/850-Northlake-Dr-Coppell-TX/24410961/,"Coppell, TX Flex, Industrial for Lease - 850 Northlake Dr","Coppell, TX Flex, Industrial for Lease - 850 Northlake Dr","850 Northlake Dr, Coppell, TX 75019","230,400 SF",11.52 AC,1983,Reinforced Concrete,City,City,Gas,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/6304-Gravel-Ave-Alexandria-VA/31976740/,"Alexandria, VA Industrial for Lease - 6304 Gravel Ave","Alexandria, VA Industrial for Lease - 6304 Gravel Ave","6304 Gravel Ave, Alexandria, VA 22310","48,000 SF",10.63 AC,1971,Masonry,City,City,Gas,Natural,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/153-44-S-Conduit-Ave-Jamaica-NY/33313143/,"Jamaica, NY Industrial for Lease - 153-44 S Conduit Ave","Jamaica, NY Industrial for Lease - 153-44 S Conduit Ave","153-44 S Conduit Ave, Jamaica, NY 11434","116,725 SF",1.45 AC,2024,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4014-First-Ave-Brooklyn-NY/28529428/,"Brooklyn, NY Flex, Industrial for Lease - 4014 First Ave","Brooklyn, NY Flex, Industrial for Lease - 4014 First Ave","4014 First Ave, Brooklyn, NY 11232","679,573 SF",5.38 AC,1917,Masonry,City,City,,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/28-10-Whitestone-Expy-Queens-NY/33039771/,"Queens, NY Industrial for Lease - 28-10 Whitestone Expy","Queens, NY Industrial for Lease - 28-10 Whitestone Expy","28-10 Whitestone Expy, Queens, NY 11354","245,337 SF",4.00 AC,2024,Steel,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/10765-N-Mather-Blvd-Rancho-Cordova-CA/24492538/,"Rancho Cordova, CA Industrial for Lease - 10765 N Mather Blvd","Rancho Cordova, CA Industrial for Lease - 10765 N Mather Blvd","10765 N Mather Blvd, Rancho Cordova, CA 95670","155,076 SF",10.78 AC,2025,Reinforced Concrete,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/235-Pinelawn-Rd-Melville-NY/27479429/,"Melville, NY Industrial for Lease - 235 Pinelawn Rd","Melville, NY Industrial for Lease - 235 Pinelawn Rd","235 Pinelawn Rd, Melville, NY 11747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/397-447-Ferry-St-Newark-NJ/17878012/,"Newark, NJ Industrial for Lease - 397-447 Ferry St","Newark, NJ Industrial for Lease - 397-447 Ferry St","397-447 Ferry St, Newark, NJ 07105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/184-10-184-60-Jamaica-Ave-Jamaica-NY/14689356/,"Jamaica, NY Industrial for Lease - 184-10-184-60 Jamaica Ave","Jamaica, NY Industrial for Lease - 184-10-184-60 Jamaica Ave","184-10-184-60 Jamaica Ave, Jamaica, NY 11423","635,949 SF",3.49 AC,,Masonry,,,,,Wet,1923/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/55-Paradise-Ln-Bay-Shore-NY/31523911/,"Bay Shore, NY Industrial for Lease - 55 Paradise Ln","Bay Shore, NY Industrial for Lease - 55 Paradise Ln","55 Paradise Ln, Bay Shore, NY 11706","180,000 SF",10.75 AC,2023,Reinforced Concrete,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/13190-56th-Ct-Clearwater-FL/31664457/,"Clearwater, FL Flex, Industrial for Lease - 13190 56th Ct","Clearwater, FL Flex, Industrial for Lease - 13190 56th Ct","13190 56th Ct, Clearwater, FL 33760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/13000-Moya-Blvd-Reno-NV/29156892/,"Reno, NV Industrial for Lease - 13000 Moya Blvd","Reno, NV Industrial for Lease - 13000 Moya Blvd","13000 Moya Blvd, Reno, NV 89506","468,697 SF",218.76 AC,2025,Reinforced Concrete,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/13005-Moya-Blvd-Reno-NV/29156237/,"Reno, NV Industrial for Lease - 13005 Moya Blvd","Reno, NV Industrial for Lease - 13005 Moya Blvd","13005 Moya Blvd, Reno, NV 89506","654,500 SF",218.76 AC,2025,,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/Cordelia-Rd-Fairfield-CA/21932693/,"Fairfield, CA Industrial for Lease - Cordelia Rd","Fairfield, CA Industrial for Lease - Cordelia Rd","Cordelia Rd, Fairfield, CA 94534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/750-Progress-Way-Gaithersburg-MD/31391243/,"Gaithersburg, MD Industrial for Lease - 750 Progress Way","Gaithersburg, MD Industrial for Lease - 750 Progress Way","750 Progress Way, Gaithersburg, MD 20879","198,000 SF",22.11 AC,2023,,County,County,,Natural,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4931-Executive-Ct-S-Frederick-MD/20493320/,"Frederick, MD Multiple Space Uses for Lease - 4931 Executive Ct S","Frederick, MD Multiple Space Uses for Lease - 4931 Executive Ct S","4931 Executive Ct S, Frederick, MD 21703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4420-Buckeystown-Pike-Frederick-MD/29520077/,"Frederick, MD Industrial for Lease - 4420 Buckeystown Pike","Frederick, MD Industrial for Lease - 4420 Buckeystown Pike","4420 Buckeystown Pike, Frederick, MD 21704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/16500-Oriole-Rd-Fort-Myers-FL/26005748/,"Fort Myers, FL Industrial for Lease - 16500 Oriole Rd","Fort Myers, FL Industrial for Lease - 16500 Oriole Rd","16500 Oriole Rd, Fort Myers, FL 33912","481,933 SF",33.21 AC,2024,Reinforced Concrete,,,,,ESFR,,135’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5930-6010-Eisenhauer-Rd-San-Antonio-TX/22320243/,"San Antonio, TX Industrial for Lease - 5930-6010 Eisenhauer Rd","San Antonio, TX Industrial for Lease - 5930-6010 Eisenhauer Rd","5930-6010 Eisenhauer Rd, San Antonio, TX 78218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5806-N-53rd-St-Tampa-FL/33332834/,"Tampa, FL Industrial for Lease - 5806 N 53rd St","Tampa, FL Industrial for Lease - 5806 N 53rd St","5806 N 53rd St, Tampa, FL 33610","210,057 SF",10.39 AC,,Masonry,City,City,,,Wet,1972/2002,197’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/7950-7966-NW-14th-St-Miami-FL/28508791/,"Miami, FL Industrial for Lease - 7950-7966 NW 14th St","Miami, FL Industrial for Lease - 7950-7966 NW 14th St","7950-7966 NW 14th St, Miami, FL 33126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1-Media-Crossways-Woodbury-NY/26148649/,"Woodbury, NY Industrial for Lease - 1 Media Crossways","Woodbury, NY Industrial for Lease - 1 Media Crossways","1 Media Crossways, Woodbury, NY 11797","145,200 SF",8.85 AC,2024,Reinforced Concrete,,,,,ESFR,,135’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/3619-3735-San-Gabriel-River-Pky-City-Of-Industry-CA/13350431/,"City Of Industry, CA Industrial for Lease - 3619-3735 San Gabriel River Pky","City Of Industry, CA Industrial for Lease - 3619-3735 San Gabriel River Pky","3619-3735 San Gabriel River Pky, City Of Industry, CA 90601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/7080-N-Mccormick-Blvd-Lincolnwood-IL/15968397/,"Lincolnwood, IL Office, Industrial for Lease - 7080 N Mccormick Blvd","Lincolnwood, IL Office, Industrial for Lease - 7080 N Mccormick Blvd","7080 N Mccormick Blvd, Lincolnwood, IL 60712","202,259 SF",8.26 AC,1975,Reinforced Concrete,City,City,Gas,,Wet,,,Fluorescent,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/Long-Island-Expy-Medford-NY/32096411/,"Medford, NY Industrial for Lease - Long Island Expy","Medford, NY Industrial for Lease - Long Island Expy","Long Island Expy, Medford, NY 11763","555,000 SF",71.41 AC,2024,,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/645-National-Blvd-Medford-NY/32083221/,"Medford, NY Industrial for Lease - 645 National Blvd","Medford, NY Industrial for Lease - 645 National Blvd","645 National Blvd, Medford, NY 11763","129,237 SF",10.00 AC,2024,,,City,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/Old-Nichols-Commerce-Ctr-Islandia-NY/26714234/,"Islandia, NY Industrial for Lease - Old Nichols Commerce Ctr","Islandia, NY Industrial for Lease - Old Nichols Commerce Ctr","Old Nichols Commerce Ctr, Islandia, NY 11749","178,239 SF",11.92 AC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2327-N-Nellis-Blvd-Las-Vegas-NV/26992282/,"Las Vegas, NV Industrial for Lease - 2327 N Nellis Blvd","Las Vegas, NV Industrial for Lease - 2327 N Nellis Blvd","2327 N Nellis Blvd, Las Vegas, NV 89115","134,114 SF",6.21 AC,2024,,,,,,ESFR,,135’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/6500-N-Powerline-Rd-Fort-Lauderdale-FL/17577172/,"Fort Lauderdale, FL Industrial for Lease - 6500 N Powerline Rd","Fort Lauderdale, FL Industrial for Lease - 6500 N Powerline Rd","6500 N Powerline Rd, Fort Lauderdale, FL 33309","52,738 SF",1.25 AC,1973,Reinforced Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5005-E-North-Belt-Rd-Las-Vegas-NV/25221161/,"Las Vegas, NV Industrial for Lease - 5005 E North Belt Rd","Las Vegas, NV Industrial for Lease - 5005 E North Belt Rd","5005 E North Belt Rd, Las Vegas, NV 89115","336,000 SF",17.84 AC,2024,Reinforced Concrete,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/8420-N-Terryl-B-Adams-St-Las-Vegas-NV/20848538/,"Las Vegas, NV Industrial for Lease - 8420 N Terryl B Adams St","Las Vegas, NV Industrial for Lease - 8420 N Terryl B Adams St","8420 N Terryl B Adams St, Las Vegas, NV 89165","664,300 SF",38.55 AC,2024,Reinforced Concrete,,,,,ESFR,,185’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/9535-NW-174th-St-Hialeah-FL/25149661/,"Hialeah, FL Industrial for Lease - 9535 NW 174th St","Hialeah, FL Industrial for Lease - 9535 NW 174th St","9535 NW 174th St, Hialeah, FL 33018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/3636-Enterprise-Ave-Hayward-CA/24433511/,"Hayward, CA Industrial for Lease - 3636 Enterprise Ave","Hayward, CA Industrial for Lease - 3636 Enterprise Ave","3636 Enterprise Ave, Hayward, CA 94545","219,656 SF",10.86 AC,2024,Steel,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1228-Cornerway-Blvd-San-Antonio-TX/24815681/,"San Antonio, TX Office, Industrial for Lease - 1228 Cornerway Blvd","San Antonio, TX Office, Industrial for Lease - 1228 Cornerway Blvd","1228 Cornerway Blvd, San Antonio, TX 78219","180,000 SF",11.33 AC,2006,Reinforced Concrete,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/3401-Navigation-Blvd-Houston-TX/24582849/,"Houston, TX Office, Industrial for Lease - 3401 Navigation Blvd","Houston, TX Office, Industrial for Lease - 3401 Navigation Blvd","3401 Navigation Blvd, Houston, TX 77003","118,100 SF",12.73 AC,1980,Reinforced Concrete,City,City,Gas,Natural,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1500-Overland-Ct-West-Sacramento-CA/24326039/,"West Sacramento, CA Office, Industrial for Lease - 1500 Overland Ct","West Sacramento, CA Office, Industrial for Lease - 1500 Overland Ct","1500 Overland Ct, West Sacramento, CA 95691","105,493 SF",7.99 AC,1991,Reinforced Concrete,City,City,,Natural,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/650-Commerce-Parkway-East-Dr-Greenwood-IN/24319139/,"Greenwood, IN Office, Industrial for Lease - 650 Commerce Parkway East Dr","Greenwood, IN Office, Industrial for Lease - 650 Commerce Parkway East Dr","650 Commerce Parkway East Dr, Greenwood, IN 46143","235,000 SF",22.75 AC,2014,Reinforced Concrete,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/15910-15912-Valley-View-Ave-La-Mirada-CA/22218592/,"La Mirada, CA Office, Industrial for Lease - 15910-15912 Valley View Ave","La Mirada, CA Office, Industrial for Lease - 15910-15912 Valley View Ave","15910-15912 Valley View Ave, La Mirada, CA 90638","202,310 SF",8.93 AC,1971,Reinforced Concrete,,,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2900-37th-St-Rochester-MN/21539266/,"Rochester, MN Industrial for Lease - 2900 37th St","Rochester, MN Industrial for Lease - 2900 37th St","2900 37th St, Rochester, MN 55901","3,100,000 SF",110.77 AC,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1289-Rahway-Ave-Avenel-NJ/21301796/,"Avenel, NJ Industrial for Lease - 1289 Rahway Ave","Avenel, NJ Industrial for Lease - 1289 Rahway Ave","1289 Rahway Ave, Avenel, NJ 07001","1,215,238 SF",63.89 AC,2022,,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/8731-8741-Pioneer-Blvd-Santa-Fe-Springs-CA/18349140/,"Santa Fe Springs, CA Industrial for Lease - 8731 & 8741 Pioneer Blvd","Santa Fe Springs, CA Industrial for Lease - 8731 & 8741 Pioneer Blvd","8731 & 8741 Pioneer Blvd, Santa Fe Springs, CA 90670","59,905 SF",2.04 AC,1964,Masonry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1931-G-St-Fresno-CA/17702172/,"Fresno, CA Office, Industrial for Lease - 1931 G St","Fresno, CA Office, Industrial for Lease - 1931 G St","1931 G St, Fresno, CA 93706","80,750 SF",3.27 AC,1970,Masonry,,,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/19201-S-Reyes-Ave-East-Rancho-Dominguez-CA/16189592/,"East Rancho Dominguez, CA Office, Industrial for Lease - 19201 S Reyes Ave","East Rancho Dominguez, CA Office, Industrial for Lease - 19201 S Reyes Ave","19201 S Reyes Ave, East Rancho Dominguez, CA 90221","147,950 SF",5.78 AC,1971,Reinforced Concrete,,,,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/300-Jefferson-St-Camden-NJ/30885363/,"Camden, NJ Industrial for Lease - 300 Jefferson St","Camden, NJ Industrial for Lease - 300 Jefferson St","300 Jefferson St, Camden, NJ 08104","350,000 SF",14.84 AC,1970,Masonry,,,,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5965-Core-Rd-North-Charleston-SC/21897876/,"North Charleston, SC Multiple Space Uses for Lease - 5965 Core Rd","North Charleston, SC Multiple Space Uses for Lease - 5965 Core Rd","5965 Core Rd, North Charleston, SC 29406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2690-Pellissier-Pl-City-Of-Industry-CA/31060662/,"City Of Industry, CA Office, Industrial for Lease - 2690 Pellissier Pl","City Of Industry, CA Office, Industrial for Lease - 2690 Pellissier Pl","2690 Pellissier Pl, City Of Industry, CA 90601","112,000 SF",5.14 AC,1972,Reinforced Concrete,,,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/332-S-17th-St-Camden-NJ/29866589/,"Camden, NJ Industrial for Lease - 332 S 17th St","Camden, NJ Industrial for Lease - 332 S 17th St","332 S 17th St, Camden, NJ 08105","279,600 SF",30.00 AC,2024,,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4445-Highway-90-W-Dayton-TX/26720489/,"Dayton, TX Industrial for Lease - 4445 Highway 90 W","Dayton, TX Industrial for Lease - 4445 Highway 90 W","4445 Highway 90 W, Dayton, TX 77535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/16200-Ben-Hill-Griffin-Pky-Fort-Myers-FL/25836608/,"Fort Myers, FL Office, Industrial for Lease - 16200 Ben Hill Griffin Pky","Fort Myers, FL Office, Industrial for Lease - 16200 Ben Hill Griffin Pky","16200 Ben Hill Griffin Pky, Fort Myers, FL 33913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/EQT-Exeter-I-5-Gateway-Winlock-WA/25003643/,"Winlock, WA Industrial for Lease - EQT Exeter I-5 Gateway","Winlock, WA Industrial for Lease - EQT Exeter I-5 Gateway","EQT Exeter I-5 Gateway, Winlock, WA 98596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4430-4444-Delp-St-Memphis-TN/24947692/,"Memphis, TN Office, Industrial for Lease - 4430-4444 Delp St","Memphis, TN Office, Industrial for Lease - 4430-4444 Delp St","4430-4444 Delp St, Memphis, TN 38118","94,500 SF",5.99 AC,1974,Masonry,,,Gas,,,,,Fluorescent,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/85-Main-St-Spotswood-NJ/27192664/,"Spotswood, NJ Industrial for Lease - 85 Main St","Spotswood, NJ Industrial for Lease - 85 Main St","85 Main St, Spotswood, NJ 08884","654,640 SF",59.23 AC,2024,Steel,City,City,,Natural,ESFR,,50’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/3370-Enterprise-Dr-Bloomington-CA/31128530/,"Bloomington, CA Industrial for Lease - 3370 Enterprise Dr","Bloomington, CA Industrial for Lease - 3370 Enterprise Dr","3370 Enterprise Dr, Bloomington, CA 92316","112,609 SF",5.76 AC,2006,Reinforced Concrete,,,,,ESFR,,195’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/100-E-Diamond-Ave-Hazleton-PA/31115628/,"Hazleton, PA Industrial for Lease - 100 E Diamond Ave","Hazleton, PA Industrial for Lease - 100 E Diamond Ave","100 E Diamond Ave, Hazleton, PA 18201","550,000 SF",10.98 AC,1899,Masonry,City,City,Oil (Fired),,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/6433-SE-Lake-Rd-Portland-OR/28315555/,"Portland, OR Office, Industrial for Lease - 6433 SE Lake Rd","Portland, OR Office, Industrial for Lease - 6433 SE Lake Rd","6433 SE Lake Rd, Portland, OR 97222","160,338 SF",46.57 AC,1973,Reinforced Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/11608-Copenhagen-Ct-Franklin-Park-IL/26930650/,"Franklin Park, IL Office, Industrial for Lease - 11608 Copenhagen Ct","Franklin Park, IL Office, Industrial for Lease - 11608 Copenhagen Ct","11608 Copenhagen Ct, Franklin Park, IL 60131","88,158 SF",4.00 AC,1972,Masonry,City,City,Gas,Natural,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/8700-Boomtown-Garson-Rd-Verdi-NV/24578399/,"Verdi, NV Industrial for Lease - 8700 Boomtown Garson Rd","Verdi, NV Industrial for Lease - 8700 Boomtown Garson Rd","8700 Boomtown Garson Rd, Verdi, NV 89439","258,500 SF",14.94 AC,2024,Reinforced Concrete,,,,,ESFR,,140’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/8800-Boomtown-Garson-Rd-Verdi-NV/24578344/,"Verdi, NV Industrial for Lease - 8800 Boomtown Garson Rd","Verdi, NV Industrial for Lease - 8800 Boomtown Garson Rd","8800 Boomtown Garson Rd, Verdi, NV 89439","170,500 SF",22.77 AC,2024,,,,,,ESFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/6440-E-Mariposa-Rd-Stockton-CA/22153802/,"Stockton, CA Industrial for Lease - 6440 E Mariposa Rd","Stockton, CA Industrial for Lease - 6440 E Mariposa Rd","6440 E Mariposa Rd, Stockton, CA 95215","922,894 SF",67.72 AC,2024,Reinforced Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/00-Wallburg-Rd-Winston-Salem-NC/22096518/,"Winston-Salem, NC Industrial for Lease - 00 Wallburg Rd","Winston-Salem, NC Industrial for Lease - 00 Wallburg Rd","00 Wallburg Rd, Winston-Salem, NC 27107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/3520-Carlin-Dr-West-Sacramento-CA/29904275/,"West Sacramento, CA Industrial for Lease - 3520 Carlin Dr","West Sacramento, CA Industrial for Lease - 3520 Carlin Dr","3520 Carlin Dr, West Sacramento, CA 95691","379,436 SF",22.70 AC,2021,Reinforced Concrete,,,,,ESFR,,135’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/Brickway-Boulevard-Copperhill-Parkway-Santa-Rosa-CA/28638963/,"Santa Rosa, CA Industrial for Lease - Brickway Boulevard & Copperhill Parkway","Santa Rosa, CA Industrial for Lease - Brickway Boulevard & Copperhill Parkway","Brickway Boulevard & Copperhill Parkway, Santa Rosa, CA 95403","129,000 SF",8.45 AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/6401-S-Austin-Rd-Stockton-CA/25265974/,"Stockton, CA Industrial for Lease - 6401 S Austin Rd","Stockton, CA Industrial for Lease - 6401 S Austin Rd","6401 S Austin Rd, Stockton, CA 95215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/90-Dayton-Ave-Passaic-NJ/17101257/,"Passaic, NJ Industrial for Lease - 90 Dayton Ave","Passaic, NJ Industrial for Lease - 90 Dayton Ave","90 Dayton Ave, Passaic, NJ 07055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1850-Wayside-Rd-Tinton-Falls-NJ/33464296/,"Tinton Falls, NJ Flex, Industrial for Lease - 1850 Wayside Rd","Tinton Falls, NJ Flex, Industrial for Lease - 1850 Wayside Rd","1850 Wayside Rd, Tinton Falls, NJ 07724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/936-Harrison-Ave-Kearny-NJ/33408931/,"Kearny, NJ Industrial for Lease - 936 Harrison Ave","Kearny, NJ Industrial for Lease - 936 Harrison Ave","936 Harrison Ave, Kearny, NJ 07032","211,287 SF",17.10 AC,2024,Reinforced Concrete,,,,,ESFR,,130’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2700-N-Main-St-Spanish-Fork-UT/31941142/,"Spanish Fork, UT Industrial for Lease - 2700 N Main St","Spanish Fork, UT Industrial for Lease - 2700 N Main St","2700 N Main St, Spanish Fork, UT 84660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/6707-Enterprise-Dr-Louisville-KY/31218946/,"Louisville, KY Industrial for Lease - 6707 Enterprise Dr","Louisville, KY Industrial for Lease - 6707 Enterprise Dr","6707 Enterprise Dr, Louisville, KY 40214","175,000 SF",11.42 AC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2000-International-Dr-Mount-Olive-NJ/30970363/,"Mount Olive, NJ Industrial for Lease - 2000 International Dr","Mount Olive, NJ Industrial for Lease - 2000 International Dr","2000 International Dr, Mount Olive, NJ 07828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/400-Commerce-Blvd-Carlstadt-NJ/28378046/,"Carlstadt, NJ Industrial for Lease - 400 Commerce Blvd","Carlstadt, NJ Industrial for Lease - 400 Commerce Blvd","400 Commerce Blvd, Carlstadt, NJ 07072","267,252 SF",11.30 AC,1985,,City,City,Gas,Propane,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2200-2300-SE-Loop-820-Hwy-Fort-Worth-TX/26781755/,"Fort Worth, TX Industrial for Lease - 2200-2300 SE Loop 820 Hwy","Fort Worth, TX Industrial for Lease - 2200-2300 SE Loop 820 Hwy","2200-2300 SE Loop 820 Hwy, Fort Worth, TX 76140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/10010-W-Sam-Houston-Pky-S-Houston-TX/24448142/,"Houston, TX Flex, Industrial for Lease - 10010 W Sam Houston Pky S","Houston, TX Flex, Industrial for Lease - 10010 W Sam Houston Pky S","10010 W Sam Houston Pky S, Houston, TX 77099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2062-Woods-Road-Brookshire-TX/24229670/,"Brookshire, TX Industrial for Lease - 2062 Woods Road","Brookshire, TX Industrial for Lease - 2062 Woods Road","2062 Woods Road, Brookshire, TX 77423","737,632 SF",34.13 AC,2021,Reinforced Concrete,,,,,,,185’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4908-Vesta-Farley-Rd-Fort-Worth-TX/22625441/,"Fort Worth, TX Industrial for Lease - 4908 Vesta Farley Rd","Fort Worth, TX Industrial for Lease - 4908 Vesta Farley Rd","4908 Vesta Farley Rd, Fort Worth, TX 76119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
